rownumber,customerid,surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited
5839,15570379,Whitelegge,669,Spain,Male,51,3,88827.53,1,f,f,85250.77,t
5840,15772996,Rooke,594,Germany,Male,40,0,152092.44,2,t,t,83508.93,f
5841,15729574,Lu,616,Spain,Male,71,4,0,2,t,t,173599.38,f
5842,15737267,Marcelo,676,France,Female,49,1,0,1,t,f,79342.31,t
5843,15799128,Matthews,608,Spain,Female,38,9,102406.76,1,f,t,57600.66,f
5844,15813327,Romani,710,France,Male,21,4,109130.96,2,t,t,56191.99,f
5845,15711921,Scott,695,France,Male,29,5,0,2,t,t,6770.44,f
5846,15654300,Mao,530,Germany,Male,33,9,75242.28,1,f,t,101694.67,f
5847,15569945,Horsley,509,Spain,Male,29,1,0,2,t,f,69113.14,f
5848,15569666,Goddard,517,France,Female,45,4,0,1,f,f,172674.36,t
5849,15681887,Eskridge,758,Germany,Male,33,0,129142.54,2,t,t,26606.28,f
5850,15608873,Smith,665,France,Male,51,2,0,1,f,f,53353.36,f
5851,15762091,Simpson,631,Germany,Female,22,6,139129.92,1,t,t,63747.51,f
5852,15722053,Oguejiofor,576,Spain,Male,33,3,0,2,f,t,190112.05,f
5853,15782100,Holloway,544,Spain,Male,22,3,66483.32,1,f,t,110317.39,f
5854,15765300,L?,596,Germany,Male,40,5,62389.03,3,t,f,148623.43,t
5855,15743570,Feng,481,France,Female,34,5,0,2,t,t,125253.46,f
5856,15608541,Claiborne,498,France,Male,46,1,91857.66,1,t,f,101954.78,t
5857,15750671,Egobudike,512,Spain,Male,31,6,0,2,t,f,168462.26,f
5858,15813659,Folliero,594,France,Female,56,7,0,1,t,f,26215.85,t
5859,15757867,Bray,570,France,Female,30,10,176173.52,1,t,f,97045.32,t
5860,15652914,Ibrahimov,721,Spain,Male,38,7,0,1,f,t,53534.8,f
5861,15723818,Carpenter,453,France,Female,37,4,131834.76,2,t,f,8949.2,f
5862,15713819,Walsh,562,France,Male,48,3,92347.96,1,t,t,163116.75,f
5863,15656484,Woods,682,France,Male,40,4,0,2,t,t,140745.91,f
5864,15778515,Wu,748,France,Male,40,3,95297.11,1,f,f,171515.84,f
5865,15803840,Forbes,729,France,Female,32,9,0,2,f,f,150803.44,f
5866,15735339,Lynch,663,France,Male,39,4,0,1,t,f,76884.05,f
5867,15600392,Amaechi,735,France,Female,53,8,123845.36,2,f,t,170454.93,t
5868,15625740,Enriquez,627,Germany,Male,62,3,143426.34,2,t,t,143104.3,f
5869,15663817,Y?an,713,France,Male,46,5,0,1,t,t,55701.62,f
5870,15734461,Brooks,562,Germany,Male,31,2,112708.2,1,f,t,186370.3,f
5871,15780142,Wang,632,France,Male,43,2,100013.51,1,t,f,24275.32,f
5872,15709920,Burke,479,France,Female,33,2,208165.53,1,f,f,50774.81,t
5873,15684248,Meng,658,Spain,Male,21,7,0,2,f,t,154279.87,f
5874,15643158,Chiganu,598,France,Female,40,9,0,1,t,f,68462.59,t
5875,15693902,Hunt,597,France,Male,19,2,0,2,t,t,91036.74,f
5876,15578307,Lucchese,512,France,Female,33,6,121685.31,2,t,t,83681.97,f
5877,15585379,Humphries,704,France,Male,39,2,111525.02,1,t,f,199484.96,f
5878,15758510,Frolova,474,France,Male,26,6,0,2,f,f,152491.22,f
5879,15692918,Hsing,604,Germany,Male,36,10,113546.3,1,t,t,134875.37,f
5880,15705301,Parkes,683,France,Male,41,6,95696.52,2,t,t,184366.14,f
5881,15718231,Gregory,537,France,Male,28,0,88963.31,2,t,t,189839.93,f
5882,15567991,Obiuto,794,Spain,Male,31,0,144880.34,2,f,t,175643.44,f
5883,15772650,Longo,732,France,Male,55,9,136576.02,1,f,t,3268.17,t
5884,15574795,Lombardo,495,France,Female,38,2,63093.01,1,t,t,47089.72,f
5885,15706036,Lombardo,552,Germany,Male,38,10,132271.12,2,t,t,46562.02,f
5886,15723856,Gonzalez,602,France,Female,29,3,88814.4,2,t,t,62487.97,f
5887,15812920,Nwabugwu,607,Germany,Male,40,5,90594.55,1,f,t,181598.25,f
5888,15691287,Ford,675,Germany,Female,33,0,141816.25,1,t,f,64815.05,t
5889,15804797,Gilleland,443,France,Female,54,3,138547.97,1,t,t,70196.23,t
5890,15708650,Fullwood,727,France,Female,31,2,52192.08,2,f,t,160383.47,f
5891,15712777,Kao,482,France,Male,38,4,124976.19,1,t,f,35848.12,f
5892,15786469,Montalvo,686,France,Female,34,1,0,2,t,f,87278.48,f
5893,15669219,Wilson,588,Germany,Male,35,3,104356.38,1,t,f,94498.82,f
5894,15641004,Doyne,605,Spain,Female,48,10,150315.92,1,f,t,133486.36,f
5895,15648067,Onwuamaeze,583,France,Male,39,1,129299.28,2,t,f,73107.6,f
5896,15704014,K'ung,738,Germany,Male,37,7,140950.92,2,t,f,195333.98,f
5897,15645136,O'Donnell,744,Spain,Male,30,1,128065.12,1,t,f,121525.48,f
5898,15709604,McMillan,781,France,Male,23,2,107433.48,1,t,f,173843.21,f
5899,15713637,Chinedum,699,France,Male,34,2,117468.67,1,t,f,185227.42,f
5900,15793901,Capon,639,France,Female,27,2,0,2,f,f,125244.18,f
5901,15569759,Rawling,583,France,Female,27,4,0,3,t,f,163113.41,f
5902,15712930,Duncan,587,France,Male,42,1,0,1,f,f,123006.91,f
5903,15586504,Trevisani,694,France,Male,40,9,0,2,t,f,40463.03,f
5904,15677317,Ankudinova,570,France,Female,29,4,153040.03,1,t,t,131363.57,t
5905,15664270,Balsillie,692,Germany,Male,45,6,142084.04,4,t,f,188305.85,t
5906,15731519,Kerr,511,France,Female,30,5,0,2,t,f,143994.86,f
5907,15745623,Worsnop,788,France,Male,32,4,112079.58,1,f,f,89368.59,f
5908,15813862,Yevseyev,526,Spain,Male,66,7,132044.6,2,t,t,158365.89,f
5909,15641934,Manna,749,Spain,Female,46,9,66582.81,1,t,f,78753.12,t
5910,15713043,Siciliani,691,France,Female,33,6,0,2,t,t,100408.31,f
5911,15700749,Powell,481,France,Female,39,6,0,1,t,t,24677.54,f
5912,15697567,Bazarova,752,France,Male,33,4,0,2,t,t,39570.78,f
5913,15715414,White,658,France,Female,38,6,102895.1,1,f,f,155665.76,f
5914,15639530,Buda,679,Spain,Male,42,2,0,1,t,t,168294.27,f
5915,15726058,Cattaneo,754,Germany,Male,27,7,117578.35,2,f,t,87908.01,f
5916,15725665,Lo,679,France,Male,47,10,198546.1,2,t,f,191198.92,t
5917,15698872,Brown,633,Spain,Female,39,2,0,2,f,f,191207.03,f
5918,15812184,Rose,674,France,Female,31,1,0,1,t,f,128954.05,f
5919,15742609,Lombardo,600,Germany,Male,28,2,116623.31,1,f,t,59905.29,f
5920,15815043,McMillan,645,Spain,Male,49,8,0,2,t,f,162012.6,f
5921,15640648,Howe,698,France,Male,36,6,0,2,f,t,19231.98,f
5922,15627203,Hsu,508,Spain,Male,54,10,0,1,t,t,175749.36,f
5923,15786196,Han,555,France,Female,44,3,105770.7,3,t,f,60533.96,t
5924,15612095,Calabrese,751,France,Female,48,9,0,1,t,f,137508.42,t
5925,15674368,Riley,738,France,Female,39,1,94435.45,2,f,t,189430.86,f
5926,15783477,Biryukov,706,Germany,Female,39,8,112889.91,1,f,t,6723.66,f
5927,15757559,Broadhurst,595,France,Female,53,7,0,2,t,f,41371.68,t
5928,15591036,Genovesi,577,Germany,Female,43,3,127940.47,1,f,f,125140.72,t
5929,15761241,Hsieh,578,Germany,Female,36,8,129745.1,1,t,t,143683.75,f
5930,15695078,Kemp,699,France,Male,32,3,0,2,t,t,170770.44,f
5931,15645744,Chukwudi,826,France,Female,30,5,0,2,f,t,157397.57,f
5932,15566988,Iqbal,656,Germany,Female,46,7,141535.52,1,t,f,50595.15,t
5933,15749300,Teng,556,France,Female,47,2,139914.27,1,t,t,50390.98,f
5934,15594340,Tao,569,France,Male,41,4,120243.49,1,t,f,163150.03,t
5935,15607065,Chinedum,765,France,Male,34,9,91835.16,1,f,f,138280.17,f
5936,15778089,Stevenson,544,Spain,Male,37,2,0,2,f,f,135067.02,f
5937,15773723,Duncan,588,Spain,Female,22,9,67178.19,1,t,t,163534.75,t
5938,15697035,Garrett,740,Spain,Female,31,8,0,2,f,f,86657.48,f
5939,15679668,Yao,850,Spain,Male,38,7,115378.94,1,f,t,162087.82,f
5940,15709861,He,766,Germany,Male,30,4,127786.28,2,t,t,28879.3,f
5941,15791958,Mazzi,849,France,Female,41,6,0,2,t,t,169203.51,t
5942,15791030,Edwards,612,France,Female,33,0,64900.32,2,t,f,102426.12,f
5943,15695339,Lucchesi,517,Germany,Male,53,0,109172.88,1,t,f,54676.1,t
5944,15658813,Siciliani,645,France,Female,55,7,0,2,t,t,18369.33,f
5945,15715709,Shih,696,Germany,Male,43,4,114091.38,1,f,t,159888.1,f
5946,15722533,Logue,716,France,Female,40,3,0,2,f,t,167636.15,f
5947,15683118,Rechner,590,France,Male,32,9,0,2,t,f,138889.15,f
5948,15672798,O'Brien,656,France,Female,45,7,145933.27,1,t,t,199392.14,f
5949,15680112,Stewart,473,Germany,Female,35,7,131504.73,1,t,f,189560.43,f
5950,15714575,Batt,742,Germany,Female,44,8,107926.02,1,f,t,17375.27,t
5951,15806808,Hope,834,Germany,Female,57,8,112281.6,3,t,f,140225.14,t
5952,15590637,Ahmed,721,France,Male,41,7,0,2,f,t,61018.85,f
5953,15657535,Pearson,590,Spain,Male,29,10,0,1,t,t,51907.72,t
5954,15696141,Kruglov,516,Spain,Female,31,7,0,1,t,f,47018.75,f
5955,15811947,Gordon,850,France,Male,33,0,124781.67,1,f,t,33700.52,f
5956,15649024,Trujillo,748,France,Female,39,9,132865.56,1,t,t,59636.43,t
5957,15594928,Pagnotto,798,Germany,Female,38,4,129055.13,1,t,f,157147.59,f
5958,15765532,Horton,612,Germany,Male,76,6,96166.88,1,t,t,191393.26,f
5959,15741719,DeRose,540,France,Female,40,3,165298.12,1,f,t,199862.75,f
5960,15665629,Chiang,719,Spain,Female,33,7,0,2,t,f,20016.59,f
5961,15728917,Gill,598,France,Male,48,6,120682.53,1,t,f,30635.52,t
5962,15762993,Trevisano,796,Spain,Male,32,5,102773.15,2,f,t,117832.88,f
5963,15571193,Morrison,579,Germany,Male,42,0,144386.32,1,t,t,22497.1,t
5964,15653521,Onuora,850,Germany,Female,40,7,104449.8,1,t,t,747.88,f
5965,15802220,Ikenna,599,Spain,Male,35,6,137102.65,1,f,f,76870.81,f
5966,15644132,Mancini,724,France,Female,30,9,142475.87,1,t,t,107848.24,f
5967,15600832,Moss,508,France,Female,43,9,0,1,t,f,103726.71,f
5968,15797919,Ting,773,Spain,Male,37,2,103195.2,2,t,f,178268.36,f
5969,15603743,Tai,526,France,Male,28,1,112070.44,1,f,t,126281.83,f
5970,15579714,Pan,542,France,Female,29,7,0,2,f,t,196651.72,f
5971,15634295,Wilson,470,France,Male,35,1,96473.59,1,f,f,5962.3,f
5972,15786680,Bianchi,805,Spain,Male,37,5,0,2,t,f,21928.81,f
5973,15623499,Holman,548,Germany,Male,49,9,108437.89,1,f,f,127022.87,t
5974,15691823,Obidimkpa,672,France,Male,37,5,153195.59,1,t,t,162763.01,f
5975,15809279,Wallace,773,France,Male,45,8,96877.21,1,t,t,113950.51,f
5976,15758039,Ash,614,France,Male,44,6,0,2,f,t,104930.46,f
5977,15807163,Ku,537,France,Female,38,10,0,1,f,f,52337.97,t
5978,15631639,Uspensky,704,France,Female,40,6,95452.89,1,f,t,179964.55,f
5979,15713770,Shih,586,Spain,Male,41,3,63873.56,1,t,f,83753.64,f
5980,15698167,Kumm,677,France,Female,24,0,148298.59,2,f,f,182913.95,f
5981,15781710,Carey,558,Spain,Female,31,7,0,2,t,f,166720.28,f
5982,15801296,Farber,634,Germany,Female,37,7,143258.85,2,t,f,192721.98,f
5983,15704378,Calabrese,655,Germany,Male,37,9,121342.24,1,t,t,180241.44,f
5984,15767891,Findlay,619,Germany,Female,28,6,99152.73,2,t,f,48475.12,f
5985,15640667,Yu,662,France,Female,41,4,0,2,t,f,126551.48,f
5986,15702145,Edments,705,Spain,Male,33,7,68423.89,1,t,t,64872.55,f
5987,15679738,Brown,527,Spain,Female,35,8,0,1,t,f,98031.53,t
5988,15636634,Lindon,630,Germany,Female,25,7,79656.81,1,t,f,93524.22,f
5989,15809227,Chukwudi,850,France,Male,35,2,0,2,t,t,56991.66,f
5990,15601811,Caldwell,668,France,Female,53,10,110240.04,1,f,f,183980.56,t
5991,15625494,Li Fonti,573,France,Female,32,9,125321.84,2,t,t,130234.63,f
5992,15723737,Pitcher,680,France,Male,27,3,0,1,t,f,32454.26,f
5993,15682955,Capon,758,France,Female,32,2,84378.9,1,t,t,75396.43,f
5994,15758856,Kable,597,France,Male,45,7,0,2,f,f,167756.45,f
5995,15746065,Lo Duca,580,Germany,Male,35,10,136281.41,2,t,t,24799.47,f
5996,15783865,Kulikova,622,France,Male,59,5,119380.37,1,t,t,60429.43,f
5997,15745455,Navarrete,638,Germany,Male,62,4,108716.59,2,t,t,74241.09,f
5998,15583033,Huguley,640,France,Female,20,4,0,2,f,t,78310.82,f
5999,15644212,Han,644,Spain,Male,28,0,0,2,t,f,119419.37,f
6000,15735688,Horsley,753,France,Female,31,6,106596.29,1,f,f,91305.77,f
6001,15658577,Massie,629,France,Female,37,10,99546.25,3,f,t,25136.95,t
6002,15606887,Singh,775,France,Female,30,5,0,1,t,f,193880.6,t
6003,15783026,H?,701,France,Female,41,2,0,1,t,f,47856.78,f
6004,15579892,Doyle,708,Spain,Male,19,7,112615.86,1,t,t,4491.77,f
6005,15802088,Grant,521,Spain,Female,22,10,0,1,t,t,101311.95,f
6006,15589323,Law,636,France,Female,24,9,0,2,f,t,38830.72,f
6007,15636395,King,529,France,Female,31,5,0,2,t,f,26817.23,f
6008,15712772,Onwubiko,757,France,Male,28,3,75381.15,1,t,t,199727.72,f
6009,15700937,Romano,767,Spain,Female,24,5,0,2,t,t,67445.85,f
6010,15766659,Okwudilichukwu,525,Spain,Male,33,5,0,2,t,f,161002.29,f
6011,15814033,Milano,759,Spain,Male,38,1,0,2,t,f,20778.39,f
6012,15783007,Parker,520,Germany,Female,45,1,123086.39,1,t,t,41042.4,t
6013,15654183,Aitken,738,France,Female,26,3,0,2,t,f,67484.16,f
6014,15609899,Obiora,548,Spain,Male,37,4,0,1,t,f,121763.68,f
6015,15747323,Vasilyeva,535,Spain,Male,48,9,109472.47,1,t,f,157358.43,t
6016,15582591,Chiabuotu,615,Spain,Male,59,4,155766.05,1,t,t,110275.17,f
6017,15738835,Slater,850,Germany,Male,38,7,101985.81,2,f,f,43801.27,f
6018,15782404,Hughes,487,France,Female,34,2,96019.5,1,f,f,9085,f
6019,15697480,Menkens,731,France,Male,30,7,0,2,f,t,143086.09,f
6020,15697045,Pisani,726,Spain,Female,35,9,0,2,f,t,100556.98,f
6021,15781234,Y?an,609,France,Female,35,2,147900.43,1,t,f,140000.29,f
6022,15579891,Milani,714,France,Male,52,4,100755.66,1,t,t,186775.25,f
6023,15805690,Chin,694,Spain,Female,35,7,0,1,t,f,133570.43,t
6024,15612139,Fu,786,France,Female,33,0,83036.05,1,f,t,154990.58,t
6025,15568834,Howells,698,Spain,Male,27,6,125427.37,2,f,f,27654.44,f
6026,15709917,Ni,601,France,Female,46,3,98202.76,1,f,f,137763.93,f
6027,15718843,Maslova,769,Spain,Male,41,1,72509.91,1,t,f,25723.73,f
6028,15799494,Forster,850,Germany,Male,44,3,140393.65,2,f,t,186285.52,f
6029,15673439,Sun,646,Spain,Female,50,5,142644.64,2,t,t,142208.5,t
6030,15669011,Bocharova,659,France,Female,44,9,23503.31,1,f,t,169862.01,t
6031,15581388,Y?an,487,Spain,Male,33,8,145729.71,1,t,f,41365.85,f
6032,15743153,Singh,740,Germany,Female,40,2,122295.17,2,t,t,30812.84,f
6033,15579787,Nkemakonam,686,France,Male,39,4,0,2,t,f,155023.93,f
6034,15759966,Chiemenam,612,Spain,Female,36,5,119799.27,2,t,f,159416.58,f
6035,15601045,Angelo,655,Spain,Male,37,8,163708.58,2,f,f,76259.23,f
6036,15764021,Frolov,617,France,Male,34,1,61687.33,2,t,f,105965.25,f
6037,15687218,West,674,France,Female,27,4,79144.34,1,f,t,50743.83,f
6038,15626452,Beatham,711,Spain,Male,32,5,0,2,t,t,147720.27,f
6039,15700964,Pollard,624,Germany,Female,27,7,104848.68,1,t,t,167387.36,f
6040,15768887,Hsing,597,Spain,Male,26,5,0,2,f,t,95159.13,f
6041,15735358,Dowse,682,Spain,Male,46,4,0,1,t,t,4654.28,f
6042,15749472,Lucciano,775,France,Male,45,8,0,1,t,f,130376.68,f
6043,15685872,Godfrey,727,France,Female,29,1,146652.01,1,t,t,173486.39,f
6044,15760851,Gratton,629,France,Male,31,6,0,2,t,f,93881.75,f
6045,15734588,Manning,684,France,Male,46,0,0,2,t,t,36376.97,f
6046,15784594,Mazzi,549,Germany,Female,37,1,130622.34,2,t,t,128499.94,f
6047,15606435,Wall,593,Germany,Male,69,2,187013.13,2,f,t,105898.69,f
6048,15790247,Sims,536,Spain,Male,40,9,0,2,t,t,11959.03,f
6049,15676433,Allan,707,France,Female,36,6,0,1,f,f,98810.78,f
6050,15625905,Griffen,592,Spain,Male,41,0,0,2,t,f,65906.07,f
6051,15626414,Russell,703,France,Male,44,6,98862.54,1,t,f,151516.7,f
6052,15623220,Brown,723,Spain,Female,45,4,0,2,t,f,37214.39,f
6053,15752857,Palerma,452,Germany,Male,52,1,98443.14,2,f,f,92033.98,f
6054,15677908,Gilbert,552,Spain,Male,42,4,0,2,f,f,195692.3,f
6055,15773013,Uvarov,633,France,Female,47,0,0,1,t,t,6342.84,t
6056,15623972,Wisdom,479,Germany,Female,23,9,123575.51,1,f,t,95148.28,f
6057,15738627,Hussain,768,France,Male,25,6,0,2,t,t,21215.67,f
6058,15643392,Woods,742,France,Male,31,4,105239.1,1,t,t,19700.24,f
6059,15684868,Cameron,668,Germany,Male,56,9,110993.79,1,t,f,134396.64,t
6060,15627854,Mai,707,Spain,Male,44,3,0,2,t,t,135077.01,f
6061,15669253,Gibson,754,Spain,Male,39,7,157691.98,2,t,f,133600.89,t
6062,15758023,Grigoryeva,544,Germany,Male,47,5,105245.21,1,f,f,99922.08,t
6063,15574558,Gunter,718,Spain,Male,32,8,0,2,t,t,41399.33,f
6064,15635256,Arcuri,762,France,Male,31,7,117687.35,1,t,t,159344.43,f
6065,15680399,Tung,772,France,Male,23,2,0,2,t,f,18364.19,f
6066,15674720,Smith,691,Germany,Female,37,7,123067.63,1,t,t,98162.44,t
6067,15580249,Lori,502,France,Male,45,0,0,1,f,f,84663.21,f
6068,15675431,Chidimma,563,France,Female,34,6,0,2,f,f,36536.93,f
6069,15698285,Ting,676,France,Female,41,4,101457.14,1,t,t,79101.67,f
6070,15810775,Tsao,576,Spain,Male,52,2,100549.43,2,t,t,16644.16,f
6071,15678173,Collee,629,Spain,Male,35,4,174588.8,2,f,t,158420.14,f
6072,15665222,Lettiere,625,Spain,Male,52,8,121161.57,1,t,f,48988.28,f
6073,15803908,Fu,628,France,Male,45,9,0,2,t,t,96862.56,f
6074,15586039,Bergamaschi,471,Germany,Female,36,5,90063.74,2,t,t,96366.7,f
6075,15802570,Dyer,811,France,Female,45,5,0,2,t,t,146123.19,f
6076,15781451,Buccho,504,France,Male,42,3,134936.97,2,f,f,135178.91,f
6077,15721019,Jones,687,France,Female,24,3,110495.27,1,t,f,158615.41,f
6078,15738588,Nebechi,660,Germany,Female,37,2,133200.09,1,f,f,71433.88,f
6079,15730657,Ibekwe,548,France,Female,41,4,82596.8,1,f,t,55672.09,f
6080,15739292,Gorshkov,609,Germany,Male,31,9,103837.75,1,t,t,150218.11,f
6081,15725945,Nweke,659,Spain,Female,42,2,0,1,f,f,162734.31,t
6082,15813159,Hairston,526,France,Male,52,8,93590.47,1,f,t,21228.71,t
6083,15636820,Loggia,725,Germany,Male,40,8,104149.66,1,t,f,62027.9,f
6084,15603880,Morgan,519,Germany,Male,38,1,114141.64,1,t,t,60988.21,t
6085,15619494,Abdulov,562,Germany,Female,31,9,117153,1,t,t,108675.01,f
6086,15596992,Norris,482,Germany,Male,45,7,156353.46,1,t,f,72643.95,t
6087,15735025,Clark,535,Spain,Male,37,3,175534.78,2,t,t,9241.52,f
6088,15730759,Chukwudi,561,France,Female,27,9,135637,1,t,f,153080.4,t
6089,15752912,Perkin,661,France,Female,30,7,0,2,t,f,72196.57,f
6090,15711316,Ch'ang,771,France,Male,27,2,0,2,t,t,199527.34,f
6091,15738785,Kang,545,France,Male,26,7,0,2,f,t,156598.23,f
6092,15777896,Chukwudi,850,Germany,Female,33,2,83415.04,1,f,t,74917.64,f
6093,15628963,Frolova,601,Germany,Male,43,3,141859.12,2,t,t,111249.62,f
6094,15742126,Chiu,712,Germany,Male,38,7,132767.66,2,t,t,59115.77,f
6095,15575623,Simpson,589,France,Female,31,10,110635.32,1,t,f,148218.86,f
6096,15741652,McLean,600,Spain,Male,37,8,177657.35,1,t,t,77142.32,f
6097,15738884,Hu,642,Germany,Male,41,4,157777.58,1,t,f,67484.6,f
6098,15615050,Savage,575,Germany,Male,47,9,107915.94,2,t,t,63452.18,t
6099,15803005,Wallace,570,Germany,Female,57,5,86568.75,1,f,t,103660.31,f
6100,15743498,Winter,532,Germany,Male,52,9,137755.76,1,t,f,163191.99,t
6101,15720463,Ho,796,France,Male,30,2,137262.71,2,t,f,62905.29,f
6102,15588695,Su,833,Spain,Male,32,6,0,1,t,t,44323.22,t
6103,15665802,Li Fonti,642,Spain,Female,36,6,0,2,t,t,97938.59,f
6104,15571144,Ives,655,France,Male,28,10,0,2,f,t,126565.21,f
6105,15750731,Trevisani,736,Germany,Male,50,9,116309.01,1,t,f,185360.4,t
6106,15605134,Bond,617,France,Female,34,0,131244.65,2,t,f,183229.02,f
6107,15626044,Lettiere,762,Germany,Male,28,3,125155.83,2,t,t,106024.02,f
6108,15737910,Houghton,703,Germany,Male,35,5,140691.08,2,t,f,167810.26,f
6109,15761076,Lei,507,France,Male,41,3,58820.32,2,t,t,138536.09,f
6110,15710105,Stirling,581,Germany,Female,26,3,105099.45,1,t,t,184520,t
6111,15577402,Grant,593,France,Male,31,9,0,2,f,t,20492.16,f
6112,15803337,Baresi,648,France,Male,23,9,168372.52,1,t,f,134676.72,f
6113,15654372,Pearce,462,Germany,Male,34,1,94682.56,2,t,f,138478.2,f
6114,15585867,Rutledge,596,Spain,Male,36,2,0,2,f,t,125557.95,f
6115,15662488,Udegbunam,627,France,Female,44,5,0,2,t,f,82969.61,t
6116,15604813,Zaytseva,494,France,Male,40,7,0,2,f,t,158071.69,f
6117,15611644,Onyemauchechukwu,627,France,Male,73,0,146329.73,1,f,t,43615.67,f
6118,15674928,Mullah,850,Spain,Male,37,2,0,2,t,f,119969.99,f
6119,15656100,Candler,632,France,Female,49,5,167962.7,1,f,f,140201.21,f
6120,15764293,Konovalova,490,France,Male,33,1,0,2,t,t,80792.83,f
6121,15636423,Lei,715,France,Male,40,7,0,1,t,t,141359.11,f
6122,15607629,Hollis,679,France,Male,48,8,0,2,t,f,23344.94,f
6123,15577313,Lionel,619,France,Male,44,3,116967.68,1,t,f,5075.17,t
6124,15714493,Francis,465,Spain,Female,33,6,0,2,t,t,95500.98,f
6125,15643359,Carter,736,Spain,Male,32,7,0,1,f,t,79082.62,f
6126,15687913,Mai,501,Germany,Female,34,7,93244.42,1,f,t,199805.63,f
6127,15790935,Johnson,535,France,Female,29,5,0,2,f,t,52709.55,f
6128,15708693,Sherman,759,France,Female,33,2,0,2,t,f,56583.88,f
6129,15672016,Sabbatini,819,France,Male,35,1,0,2,f,t,3385.04,f
6130,15727605,Shih,533,Germany,Male,43,4,80442.06,2,f,t,12537.42,f
6131,15651144,Yao,632,Germany,Female,35,2,150561.03,2,f,f,64722.61,f
6132,15749401,Ko,686,France,Male,60,9,0,3,t,t,75246.21,t
6133,15691874,Kazakova,687,France,Female,34,9,125474.44,1,t,f,198929.84,f
6134,15620735,Chiganu,667,Germany,Female,33,4,127076.68,2,t,f,69011.66,f
6135,15769781,Nucci,699,Spain,Female,25,8,0,2,t,t,52404.47,f
6136,15624611,Marsden,497,Spain,Male,37,8,128650.11,2,t,t,163641.53,f
6137,15773071,Serena,780,Spain,Female,33,6,145580.61,1,t,t,154598.56,f
6138,15720371,McLean,652,France,Female,51,3,0,1,t,f,173989.47,t
6139,15717984,Longo,477,France,Male,47,9,144900.58,1,t,f,61315.37,t
6140,15806407,Wilson,652,France,Female,37,4,0,2,t,f,143393.24,f
6141,15785042,Hsiung,488,France,Female,31,8,97588.6,1,f,f,124210.53,f
6142,15809302,Wright,572,France,Male,24,1,0,2,t,t,151460.84,f
6143,15677550,Folliero,755,France,Female,38,1,0,2,t,f,20734.81,f
6144,15654096,Johnston,779,Germany,Female,24,10,122200.31,2,t,f,43705.56,f
6145,15617320,Palermo,693,Spain,Female,46,3,151709.33,1,t,f,180736.24,f
6146,15653065,Nwabugwu,530,Spain,Female,22,7,0,2,t,f,104170.48,f
6147,15649112,Endrizzi,738,Spain,Female,33,3,122134.4,2,f,t,27867.59,f
6148,15690526,Tuan,690,Germany,Male,31,2,137260.45,2,t,f,55387.28,f
6149,15806945,Udobata,611,France,Female,30,9,88594.14,1,t,f,196332.45,f
6150,15670066,Ibezimako,643,Spain,Male,34,6,0,2,t,t,116046.22,f
6151,15625761,Maclean,632,Germany,Male,41,8,127205.32,4,t,f,93874.87,t
6152,15761525,Shaw,727,Spain,Female,31,10,96997.09,2,f,f,76614.04,f
6153,15735080,Cummins,508,France,Female,64,2,0,1,t,t,6076.62,f
6154,15619537,Lavrentiev,550,France,Male,31,5,142200.19,2,t,t,122221.71,f
6155,15598162,Saunders,754,Germany,Female,39,3,160761.41,1,t,t,24156.03,f
6156,15694300,Fiorentino,759,France,Male,26,4,0,2,t,f,135394.62,f
6157,15637235,Knight,794,Spain,Male,33,8,0,2,f,f,91340.02,f
6158,15612444,Manfrin,549,France,Male,29,3,0,2,t,f,146090.38,f
6159,15626457,Zetticci,671,France,Male,31,0,116234.61,1,t,f,172096.08,f
6160,15627995,Angelo,756,Germany,Female,26,5,155143.52,1,f,t,135034.57,t
6161,15706128,Zhdanov,632,France,Female,21,1,0,2,t,f,84008.66,f
6162,15666430,Peck,579,France,Male,38,8,0,2,f,f,91763.67,f
6163,15627385,Uwaezuoke,748,France,Male,34,5,84009.47,1,t,t,137001.1,f
6164,15581323,White,488,Germany,Female,28,7,139246.22,2,t,f,106799.49,f
6165,15608109,Greco,710,Germany,Male,58,7,170113,2,f,t,10494.64,f
6166,15801942,Chu,619,Spain,Female,41,8,0,3,t,t,79866.73,t
6167,15567431,Kodilinyechukwu,773,France,Male,64,2,145578.28,1,f,t,186172.85,f
6168,15810167,Scott,657,Spain,Male,75,7,126273.95,1,f,t,91673.6,f
6169,15644501,Enyinnaya,579,France,Female,26,10,162482.76,1,t,t,18458.2,f
6170,15785290,Hao,542,France,Male,29,9,0,1,t,f,8342.35,f
6171,15611157,McElhone,709,France,Female,32,2,87814.89,1,t,f,138578.37,f
6172,15673837,Ko,617,Spain,Male,61,3,113858.95,1,t,t,38129.22,f
6173,15656822,Day,568,Germany,Male,43,5,87612.64,4,t,t,107155.4,t
6174,15580560,Harris,769,France,Female,73,1,0,1,t,t,29792.11,f
6175,15760641,Gerald,608,Germany,Male,26,1,106648.98,1,f,t,7063.6,f
6176,15587584,Nebeuwa,503,Spain,Male,31,4,0,2,t,t,21645.06,f
6177,15604146,Kaodilinakachukwu,608,Germany,Female,38,8,103653.51,2,t,t,137079.86,f
6178,15813974,Maruff,731,Germany,Male,37,3,116880.53,1,f,f,172718.35,t
